Latitude (deg), Longitude (deg), Altitude (m), Distance horizontal (m), Velocity forward (m/s), Velocity lateral (m/s), Velocity down (m/s), Speed horizontal (m/s), Heading (deg), Pitch (deg), Roll (deg), Slip angle (deg), Angular rate forward (deg/s), Angular rate lateral (deg/s), Angular rate down (deg/s), Angular rate Xv (deg/s), Angular rate Yv (deg/s), Angular rate Zv (deg/s), Acceleration forward (m/s²), Acceleration lateral (m/s²), Acceleration down (m/s²), Acceleration Xv (m/s²), Acceleration Yv (m/s²), Acceleration Zv (m/s²)
42.24326919, -83.55140437, 189.361, 821.548, 6.23, -0.02, 0.22, 6.23, 358.737, -1.137, -0.932, -0.149, -0.30, 0.56, 0.13, -0.30, 0.55, 0.15, 0.313, -0.048, -9.925, 0.116, 0.114, -9.929
42.24328043, -83.55140473, 189.316, 822.798, 6.27, -0.01, 0.21, 6.27, 358.713, -1.135, -0.884, -0.072, 0.17, -0.92, 0.09, 0.17, -0.93, 0.07, 0.069, 0.046, -10.261, -0.134, 0.205, -10.259
42.24329174, -83.55140508, 189.273, 824.055, 6.30, -0.01, 0.24, 6.30, 358.695, -1.080, -0.807, -0.077, 0.79, 1.19, 0.14, 0.80, 1.19, 0.14, 0.237, -0.064, -9.262, 0.063, 0.066, -9.265
42.24330310, -83.55140544, 189.228, 825.319, 6.34, -0.01, 0.22, 6.34, 358.657, -1.026, -0.733, -0.068, 0.68, 1.00, -0.34, 0.67, 1.01, -0.34, -0.014, -0.189, -9.648, -0.187, -0.065, -9.648
42.24331452, -83.55140580, 189.185, 826.590, 6.37, 0.00, 0.20, 6.37, 358.563, -0.928, -0.627, 0.009, 0.97, -0.09, -0.71, 0.96, -0.08, -0.73, 0.197, -0.117, -9.944, 0.036, -0.008, -9.946
42.24332600, -83.55140620, 189.142, 827.868, 6.40, 0.00, 0.20, 6.40, 358.425, -0.901, -0.571, -0.010, 0.01, -0.15, -0.30, 0.01, -0.14, -0.30, 0.171, -0.008, -9.983, 0.014, 0.091, -9.984
42.24333752, -83.55140665, 189.103, 829.150, 6.43, 0.00, 0.21, 6.43, 358.294, -0.915, -0.564, -0.023, -0.27, 1.01, -0.28, -0.28, 1.02, -0.26, 0.135, -0.147, -9.848, -0.023, -0.050, -9.850
42.24334909, -83.55140714, 189.062, 830.439, 6.46, 0.00, 0.21, 6.46, 358.177, -0.878, -0.573, -0.034, 0.18, 0.33, -0.56, 0.17, 0.34, -0.56, 0.224, -0.184, -9.130, 0.085, -0.092, -9.134
42.24336072, -83.55140767, 189.022, 831.733, 6.48, -0.01, 0.20, 6.48, 358.071, -0.944, -0.634, -0.093, -0.90, -0.41, -0.74, -0.91, -0.40, -0.73, -0.007, -0.083, -9.616, -0.165, 0.024, -9.615
42.24337235, -83.55140824, 188.981, 833.028, 6.48, -0.01, 0.20, 6.48, 357.981, -0.988, -0.687, -0.056, -0.69, -0.22, -0.53, -0.70, -0.21, -0.52, 0.005, -0.101, -9.733, -0.163, 0.016, -9.732
42.24338398, -83.55140885, 188.939, 834.323, 6.46, -0.01, 0.22, 6.46, 357.908, -1.005, -0.741, -0.123, 0.01, 0.56, 0.00, 0.01, 0.56, 0.00, -0.042, -0.096, -10.066, -0.218, 0.034, -10.064
42.24339555, -83.55140946, 188.896, 835.612, 6.43, 0.00, 0.21, 6.43, 357.832, -1.004, -0.763, -0.040, -0.61, 0.52, -0.21, -0.61, 0.53, -0.19, -0.144, -0.181, -9.730, -0.315, -0.051, -9.728
42.24340707, -83.55141010, 188.854, 836.894, 6.39, -0.01, 0.21, 6.39, 357.794, -1.005, -0.747, -0.057, 0.11, 0.24, 0.16, 0.12, 0.24, 0.16, -0.219, -0.151, -10.360, -0.401, -0.016, -10.355
42.24341852, -83.55141073, 188.812, 838.169, 6.35, -0.01, 0.21, 6.35, 357.729, -1.045, -0.717, -0.093, 0.15, -0.75, -0.16, 0.15, -0.75, -0.17, -0.217, -0.074, -9.634, -0.393, 0.046, -9.629
42.24342986, -83.55141140, 188.769, 839.431, 6.28, 0.00, 0.20, 6.28, 357.680, -1.062, -0.697, -0.046, 0.45, -1.18, -0.13, 0.45, -1.18, -0.16, -0.420, -0.046, -9.342, -0.593, 0.068, -9.332
42.24344107, -83.55141206, 188.726, 840.680, 6.20, -0.01, 0.22, 6.20, 357.624, -1.049, -0.648, -0.105, -0.29, 0.11, -0.17, -0.29, 0.11, -0.17, -0.417, -0.001, -10.029, -0.601, 0.113, -10.019
42.24345213, -83.55141272, 188.684, 841.911, 6.12, 0.00, 0.21, 6.12, 357.577, -1.053, -0.571, -0.025, 0.84, 0.22, -0.05, 0.84, 0.22, -0.07, -0.441, -0.082, -9.804, -0.621, 0.016, -9.794
42.24346306, -83.55141339, 188.642, 843.127, 6.04, -0.01, 0.21, 6.04, 357.534, -0.986, -0.474, -0.058, 0.24, 0.31, 0.08, 0.24, 0.31, 0.08, -0.411, -0.147, -9.571, -0.576, -0.068, -9.563
42.24347384, -83.55141407, 188.601, 844.326, 5.96, 0.00, 0.20, 5.96, 357.497, -0.991, -0.388, -0.048, 0.75, 0.51, -0.31, 0.75, 0.52, -0.32, -0.430, 0.020, -9.643, -0.596, 0.086, -9.634
42.24348447, -83.55141474, 188.562, 845.509, 5.87, -0.01, 0.19, 5.87, 357.460, -0.965, -0.293, -0.127, 0.59, -0.01, 0.28, 0.60, -0.01, 0.27, -0.380, 0.139, -10.112, -0.550, 0.191, -10.104
42.24349497, -83.55141542, 188.524, 846.677, 5.80, -0.01, 0.20, 5.80, 357.427, -1.006, -0.209, -0.111, 0.77, -0.50, -0.04, 0.77, -0.50, -0.06, -0.434, 0.014, -9.713, -0.605, 0.049, -9.704
42.24350534, -83.55141610, 188.488, 847.829, 5.72, -0.01, 0.18, 5.72, 357.395, -1.039, -0.133, -0.143, 0.65, -1.26, -0.33, 0.65, -1.26, -0.34, -0.478, -0.053, -9.375, -0.648, -0.031, -9.365
42.24351556, -83.55141677, 188.450, 848.964, 5.63, -0.01, 0.19, 5.63, 357.352, -1.013, -0.063, -0.106, 0.21, 0.17, -0.19, 0.21, 0.17, -0.19, -0.467, 0.026, -9.821, -0.641, 0.037, -9.811
42.24352563, -83.55141743, 188.414, 850.082, 5.55, -0.01, 0.20, 5.55, 357.324, -1.044, 0.026, -0.079, -0.05, -0.69, 0.14, -0.05, -0.69, 0.14, -0.384, 0.037, -9.584, -0.559, 0.032, -9.576
42.24353556, -83.55141808, 188.379, 851.184, 5.47, -0.01, 0.18, 5.47, 357.287, -1.058, 0.111, -0.145, 0.29, 0.89, -0.62, 0.28, 0.89, -0.62, -0.515, -0.149, -9.835, -0.696, -0.168, -9.824
42.24354534, -83.55141874, 188.344, 852.269, 5.38, 0.00, 0.19, 5.38, 357.255, -1.071, 0.179, -0.048, 0.42, -0.46, -0.27, 0.41, -0.46, -0.28, -0.390, 0.084, -9.611, -0.570, 0.054, -9.603
42.24355497, -83.55141938, 188.309, 853.338, 5.31, -0.02, 0.18, 5.31, 357.223, -1.058, 0.236, -0.183, 0.01, 0.38, -0.23, 0.01, 0.38, -0.23, -0.424, -0.129, -9.474, -0.599, -0.168, -9.464
42.24356446, -83.55142003, 188.276, 854.391, 5.22, -0.01, 0.18, 5.22, 357.200, -1.086, 0.268, -0.097, 0.07, -0.23, 0.41, 0.08, -0.23, 0.41, -0.498, -0.054, -9.527, -0.679, -0.098, -9.515
42.24357382, -83.55142067, 188.242, 855.429, 5.15, -0.01, 0.17, 5.15, 357.172, -1.086, 0.326, -0.153, 0.06, -0.39, 0.74, 0.08, -0.39, 0.74, -0.441, -0.096, -9.794, -0.627, -0.152, -9.783
42.24358302, -83.55142131, 188.210, 856.450, 5.06, -0.01, 0.18, 5.06, 357.170, -1.123, 0.349, -0.121, 0.18, -0.21, 0.04, 0.18, -0.21, 0.04, -0.473, 0.055, -9.309, -0.656, -0.002, -9.298
42.24359208, -83.55142194, 188.177, 857.455, 4.99, -0.01, 0.16, 4.99, 357.158, -1.083, 0.420, -0.138, 0.37, 0.09, -0.16, 0.37, 0.09, -0.17, -0.525, -0.029, -9.631, -0.707, -0.099, -9.619
42.24360099, -83.55142256, 188.144, 858.443, 4.92, -0.01, 0.17, 4.92, 357.143, -1.038, 0.485, -0.068, 0.09, 0.31, 0.40, 0.10, 0.32, 0.39, 0.050, 0.016, -9.946, -0.130, -0.068, -9.946
42.24360989, -83.55142317, 188.111, 859.430, 4.95, -0.01, 0.16, 4.95, 357.131, -0.970, 0.551, -0.082, 0.23, 0.33, 0.21, 0.24, 0.33, 0.20, 0.222, 0.032, -9.793, 0.056, -0.062, -9.795
42.24361886, -83.55142380, 188.079, 860.425, 4.99, -0.01, 0.15, 4.99, 357.124, -0.951, 0.606, -0.103, 0.00, 0.27, 0.03, 0.00, 0.27, 0.03, 0.268, 0.077, -9.879, 0.104, -0.028, -9.882
42.24362790, -83.55142444, 188.048, 861.427, 5.03, -0.01, 0.16, 5.03, 357.113, -0.952, 0.663, -0.102, 0.70, -0.19, -0.19, 0.70, -0.20, -0.20, 0.271, -0.047, -9.709, 0.109, -0.159, -9.711
42.24363700, -83.55142508, 188.016, 862.436, 5.07, -0.01, 0.15, 5.07, 357.101, -0.942, 0.716, -0.082, 0.14, 0.23, -0.65, 0.13, 0.22, -0.65, 0.165, -0.058, -10.031, 0.000, -0.183, -10.031
42.24364616, -83.55142573, 187.985, 863.453, 5.10, -0.01, 0.16, 5.10, 357.099, -0.972, 0.736, -0.132, 0.53, -0.14, 0.19, 0.53, -0.14, 0.18, 0.133, 0.003, -10.060, -0.038, -0.126, -10.060
42.24365539, -83.55142639, 187.952, 864.476, 5.14, -0.01, 0.16, 5.14, 357.101, -0.977, 0.763, -0.086, 0.48, -0.15, 0.17, 0.48, -0.15, 0.16, 0.307, 0.102, -9.938, 0.137, -0.031, -9.943
42.24366468, -83.55142706, 187.920, 865.508, 5.17, -0.01, 0.16, 5.17, 357.107, -1.006, 0.766, -0.125, 0.40, 0.26, -0.03, 0.40, 0.26, -0.04, 0.137, 0.013, -9.367, -0.028, -0.112, -9.367
42.24367403, -83.55142773, 187.885, 866.545, 5.21, -0.01, 0.16, 5.21, 357.114, -0.959, 0.764, -0.145, -0.18, -0.40, -0.23, -0.19, -0.40, -0.22, 0.121, 0.116, -10.308, -0.052, -0.021, -10.309
42.24368345, -83.55142839, 187.852, 867.591, 5.24, -0.01, 0.17, 5.24, 357.104, -1.019, 0.773, -0.094, -0.10, -0.10, 0.13, -0.10, -0.10, 0.14, 0.150, 0.034, -9.762, -0.023, -0.097, -9.763
42.24369294, -83.55142907, 187.819, 868.643, 5.28, -0.01, 0.16, 5.28, 357.110, -1.003, 0.784, -0.067, -0.44, -1.05, 0.13, -0.44, -1.05, 0.15, 0.224, 0.024, -10.030, 0.049, -0.114, -10.032
42.24370248, -83.55142975, 187.785, 869.702, 5.31, -0.01, 0.18, 5.31, 357.118, -1.024, 0.775, -0.130, 0.23, 0.51, -0.24, 0.22, 0.50, -0.25, 0.122, 0.063, -9.840, -0.054, -0.070, -9.841
42.24371206, -83.55143044, 187.752, 870.767, 5.33, -0.01, 0.17, 5.33, 357.130, -1.067, 0.749, -0.097, -0.41, -0.04, -0.04, -0.41, -0.04, -0.03, 0.126, 0.186, -9.689, -0.055, 0.059, -9.691
42.24372168, -83.55143112, 187.717, 871.835, 5.35, -0.01, 0.17, 5.35, 357.129, -1.070, 0.776, -0.133, 0.22, 0.26, 0.19, 0.22, 0.26, 0.18, 0.160, 0.053, -9.565, -0.018, -0.076, -9.566
42.24373132, -83.55143182, 187.682, 872.906, 5.36, -0.02, 0.18, 5.36, 357.174, -1.036, 0.737, -0.177, 0.31, -0.11, -0.12, 0.31, -0.11, -0.12, 0.015, 0.134, -10.172, -0.169, 0.003, -10.171
42.24374098, -83.55143250, 187.646, 873.979, 5.37, -0.01, 0.17, 5.37, 357.233, -1.007, 0.738, -0.135, 0.04, 0.54, 0.22, 0.04, 0.54, 0.21, 0.013, 0.057, -9.546, -0.154, -0.066, -9.545
42.24375065, -83.55143317, 187.611, 875.055, 5.38, -0.02, 0.17, 5.38, 357.300, -0.981, 0.730, -0.170, -0.51, 0.45, 0.39, -0.51, 0.45, 0.40, 0.071, 0.021, -9.927, -0.099, -0.106, -9.926
42.24376034, -83.55143384, 187.577, 876.132, 5.39, -0.02, 0.17, 5.39, 357.364, -0.999, 0.723, -0.169, 0.05, -0.29, 0.33, 0.06, -0.29, 0.33, 0.019, -0.013, -9.700, -0.150, -0.136, -9.698
42.24377002, -83.55143450, 187.542, 877.209, 5.39, -0.02, 0.16, 5.39, 357.422, -1.008, 0.717, -0.187, 0.00, -0.34, 0.24, 0.00, -0.34, 0.24, 0.082, 0.038, -9.761, -0.090, -0.085, -9.761
42.24377971, -83.55143515, 187.507, 878.288, 5.39, -0.01, 0.17, 5.39, 357.470, -1.037, 0.749, -0.154, 0.36, -0.16, 0.29, 0.37, -0.15, 0.28, -0.107, -0.033, -9.923, -0.287, -0.163, -9.919
42.24378940, -83.55143579, 187.471, 879.367, 5.40, -0.02, 0.16, 5.40, 357.526, -1.026, 0.771, -0.205, 0.22, 0.14, -0.51, 0.21, 0.14, -0.52, 0.013, 0.122, -10.086, -0.168, -0.013, -10.086
42.24379910, -83.55143643, 187.436, 880.447, 5.40, -0.02, 0.18, 5.40, 357.560, -1.063, 0.773, -0.261, 0.17, 0.47, 0.18, 0.17, 0.47, 0.17, -0.047, 0.009, -9.838, -0.230, -0.124, -9.835
42.24380880, -83.55143706, 187.399, 881.527, 5.40, -0.02, 0.16, 5.40, 357.585, -1.049, 0.796, -0.212, 0.34, -0.22, -0.43, 0.33, -0.23, -0.43, 0.074, 0.147, -9.825, -0.106, 0.010, -9.826
42.24381849, -83.55143768, 187.362, 882.607, 5.40, -0.03, 0.19, 5.40, 357.607, -1.054, 0.850, -0.292, 0.23, 1.05, 0.68, 0.24, 1.06, 0.66, -0.018, -0.073, -9.980, -0.201, -0.221, -9.976
42.24382819, -83.55143831, 187.326, 883.687, 5.40, -0.03, 0.17, 5.40, 357.630, -1.031, 0.847, -0.339, 0.12, -0.08, -0.41, 0.11, -0.09, -0.41, 0.099, -0.004, -9.729, -0.076, -0.148, -9.728
42.24383788, -83.55143893, 187.290, 884.768, 5.40, -0.03, 0.18, 5.40, 357.626, -0.998, 0.868, -0.310, 1.00, 0.98, -0.34, 0.99, 0.98, -0.37, 0.010, 0.108, -9.795, -0.160, -0.041, -9.795
42.24384757, -83.55143954, 187.256, 885.848, 5.40, -0.03, 0.17, 5.40, 357.618, -0.982, 0.963, -0.277, 0.78, 0.00, -0.38, 0.77, -0.01, -0.40, -0.014, -0.039, -9.757, -0.181, -0.203, -9.753
42.24385725, -83.55144017, 187.222, 886.927, 5.40, -0.04, 0.17, 5.40, 357.609, -0.950, 0.940, -0.457, -0.84, -0.10, 0.04, -0.84, -0.10, 0.06, 0.179, 0.069, -10.178, 0.010, -0.098, -10.179
42.24386692, -83.55144080, 187.189, 888.006, 5.39, -0.02, 0.17, 5.39, 357.605, -0.986, 0.989, -0.253, 1.11, 0.47, 0.32, 1.11, 0.48, 0.29, -0.082, 0.059, -10.085, -0.255, -0.115, -10.082
42.24387659, -83.55144140, 187.157, 889.083, 5.38, -0.04, 0.18, 5.38, 357.595, -1.050, 1.079, -0.410, 0.36, 0.19, -0.05, 0.36, 0.19, -0.06, -0.061, -0.055, -9.756, -0.240, -0.239, -9.751
42.24388623, -83.55144203, 187.123, 890.158, 5.37, -0.03, 0.18, 5.37, 357.589, -1.019, 1.094, -0.317, 0.64, -0.40, -0.14, 0.64, -0.41, -0.14, -0.164, 0.167, -9.798, -0.338, -0.020, -9.795
42.24389584, -83.55144261, 187.087, 891.230, 5.35, -0.02, 0.18, 5.35, 357.558, -0.976, 1.225, -0.254, -0.31, 0.43, -0.25, -0.31, 0.42, -0.25, 0.036, -0.157, -9.945, -0.133, -0.369, -9.939
42.24390541, -83.55144321, 187.056, 892.298, 5.32, -0.03, 0.18, 5.32, 357.557, -1.032, 1.261, -0.299, 0.38, 0.62, -0.03, 0.38, 0.62, -0.05, -0.197, 0.151, -9.531, -0.369, -0.059, -9.527
42.24391494, -83.55144380, 187.022, 893.361, 5.30, -0.03, 0.16, 5.30, 357.506, -1.023, 1.340, -0.329, 0.06, 0.59, -0.19, 0.06, 0.59, -0.21, -0.172, -0.054, -10.015, -0.351, -0.289, -10.006
42.24392442, -83.55144439, 186.989, 894.418, 5.27, -0.03, 0.17, 5.27, 357.474, -1.034, 1.397, -0.290, 0.14, -0.06, -0.67, 0.13, -0.07, -0.67, -0.157, 0.150, -9.997, -0.337, -0.094, -9.993
42.24393383, -83.55144498, 186.954, 895.469, 5.24, -0.02, 0.17, 5.24, 357.433, -0.960, 1.509, -0.271, 0.35, 0.50, 0.15, 0.36, 0.50, 0.13, -0.186, -0.097, -10.039, -0.354, -0.361, -10.029
42.24394319, -83.55144559, 186.920, 896.514, 5.21, -0.03, 0.16, 5.21, 357.421, -0.903, 1.571, -0.331, 0.50, -0.24, -0.30, 0.50, -0.25, -0.31, -0.171, 0.095, -9.962, -0.328, -0.178, -9.957
42.24395251, -83.55144619, 186.888, 897.552, 5.18, -0.02, 0.15, 5.18, 357.401, -0.888, 1.652, -0.255, 0.87, -0.22, -0.34, 0.87, -0.23, -0.35, -0.175, 0.065, -9.483, -0.322, -0.209, -9.477
42.24396177, -83.55144679, 186.857, 898.586, 5.16, -0.03, 0.15, 5.16, 357.370, -0.896, 1.729, -0.299, 0.77, 0.10, -0.32, 0.77, 0.09, -0.34, -0.038, 0.080, -9.543, -0.187, -0.208, -9.539
42.24397102, -83.55144739, 186.827, 899.616, 5.14, -0.03, 0.16, 5.15, 357.356, -0.951, 1.777, -0.309, 0.11, -0.89, -0.09, 0.11, -0.90, -0.07, -0.064, -0.038, -9.553, -0.223, -0.334, -9.545
42.24398024, -83.55144800, 186.794, 900.644, 5.14, -0.03, 0.15, 5.14, 357.350, -0.917, 1.769, -0.329, -0.10, -0.63, -0.35, -0.11, -0.65, -0.32, 0.132, 0.048, -9.572, -0.021, -0.248, -9.570
42.24398946, -83.55144861, 186.761, 901.671, 5.13, -0.03, 0.17, 5.13, 357.323, -0.927, 1.777, -0.324, -0.10, -0.12, -0.49, -0.10, -0.13, -0.49, 0.062, -0.093, -10.156, -0.102, -0.408, -10.148
42.24399869, -83.55144923, 186.728, 902.698, 5.14, -0.03, 0.15, 5.14, 357.331, -0.883, 1.743, -0.293, 0.07, 0.68, -0.07, 0.07, 0.68, -0.09, 0.018, 0.133, -10.061, -0.138, -0.173, -10.059
42.24400792, -83.55144983, 186.694, 903.726, 5.14, -0.03, 0.17, 5.14, 357.304, -0.883, 1.797, -0.302, 0.26, -0.01, -0.05, 0.26, -0.01, -0.06, 0.068, -0.047, -9.811, -0.083, -0.355, -9.804
42.24401716, -83.55145046, 186.661, 904.754, 5.14, -0.03, 0.16, 5.14, 357.301, -0.834, 1.757, -0.306, 0.05, -0.35, -0.53, 0.05, -0.37, -0.52, -0.027, 0.087, -10.009, -0.173, -0.220, -10.006
42.24402640, -83.55145107, 186.629, 905.782, 5.14, -0.02, 0.16, 5.14, 357.293, -0.832, 1.789, -0.213, -0.19, -0.29, 0.00, -0.19, -0.29, 0.02, 0.028, -0.156, -9.524, -0.110, -0.453, -9.514
42.24403565, -83.55145168, 186.595, 906.811, 5.14, -0.02, 0.15, 5.14, 357.281, -0.773, 1.824, -0.270, 0.04, 0.54, -0.65, 0.03, 0.52, -0.67, 0.010, 0.003, -9.618, -0.120, -0.303, -9.613
42.24404489, -83.55145230, 186.564, 907.839, 5.14, -0.02, 0.15, 5.14, 357.258, -0.757, 1.838, -0.209, -0.01, 1.26, 0.41, -0.01, 1.27, 0.37, -0.043, 0.030, -9.831, -0.172, -0.285, -9.825
42.24405413, -83.55145291, 186.532, 908.867, 5.14, -0.02, 0.15, 5.14, 357.253, -0.707, 1.887, -0.215, 0.11, 0.00, 0.10, 0.11, 0.01, 0.10, -0.128, 0.094, -10.319, -0.255, -0.245, -10.315
42.24406337, -83.55145352, 186.502, 909.894, 5.13, -0.02, 0.15, 5.13, 357.257, -0.721, 1.930, -0.202, -0.15, 0.18, -0.31, -0.16, 0.17, -0.32, -0.010, -0.034, -9.714, -0.132, -0.361, -9.706
42.24407260, -83.55145412, 186.472, 910.919, 5.12, -0.02, 0.15, 5.12, 357.245, -0.674, 1.945, -0.218, -0.63, -0.19, 0.46, -0.62, -0.17, 0.47, 0.017, -0.003, -9.625, -0.096, -0.330, -9.619
42.24408181, -83.55145473, 186.443, 911.944, 5.12, -0.01, 0.14, 5.12, 357.229, -0.697, 1.965, -0.107, -0.26, -0.05, -0.35, -0.26, -0.06, -0.34, 0.012, -0.021, -9.845, -0.108, -0.359, -9.838
42.24409101, -83.55145534, 186.414, 912.967, 5.11, -0.02, 0.14, 5.11, 357.240, -0.632, 1.971, -0.203, -0.29, -0.11, 0.09, -0.29, -0.11, 0.10, 0.029, -0.060, -9.746, -0.079, -0.395, -9.738
42.24410019, -83.55145596, 186.386, 913.988, 5.10, -0.02, 0.14, 5.10, 357.238, -0.629, 1.913, -0.182, -0.46, -0.22, 0.39, -0.46, -0.21, 0.40, -0.097, 0.006, -9.665, -0.203, -0.316, -9.658
42.24410936, -83.55145657, 186.357, 915.007, 5.09, -0.02, 0.13, 5.09, 357.239, -0.565, 1.892, -0.191, -0.48, 0.90, 0.10, -0.48, 0.90, 0.08, -0.089, -0.057, -10.067, -0.188, -0.389, -10.058
42.24411851, -83.55145719, 186.331, 916.023, 5.08, -0.01, 0.13, 5.08, 357.258, -0.564, 1.854, -0.114, 0.33, -0.52, -0.04, 0.33, -0.52, -0.03, -0.118, -0.026, -9.983, -0.216, -0.349, -9.975
42.24412764, -83.55145779, 186.304, 917.038, 5.07, -0.01, 0.13, 5.07, 357.260, -0.527, 1.842, -0.120, -0.23, 0.57, 0.35, -0.22, 0.58, 0.34, -0.001, -0.086, -9.896, -0.092, -0.404, -9.888
42.24413678, -83.55145840, 186.278, 918.054, 5.09, -0.01, 0.13, 5.09, 357.256, -0.520, 1.809, -0.067, -0.50, -0.11, -0.07, -0.50, -0.12, -0.06, 0.121, 0.058, -10.167, 0.029, -0.263, -10.165
42.24414596, -83.55145900, 186.253, 919.074, 5.11, 0.00, 0.13, 5.11, 357.252, -0.511, 1.809, -0.044, -0.02, -0.02, 0.18, -0.02, -0.02, 0.18, 0.071, -0.072, -9.381, -0.013, -0.368, -9.374
42.24415518, -83.55145961, 186.228, 920.098, 5.13, 0.00, 0.13, 5.13, 357.248, -0.510, 1.792, -0.012, 0.00, 0.12, 0.05, 0.00, 0.12, 0.05, 0.118, -0.002, -9.443, 0.034, -0.297, -9.440
42.24416443, -83.55146022, 186.203, 921.127, 5.15, 0.00, 0.13, 5.15, 357.254, -0.490, 1.799, -0.006, -0.52, 0.45, 0.48, -0.52, 0.47, 0.47, -0.028, 0.129, -9.903, -0.113, -0.182, -9.901
42.24417372, -83.55146084, 186.178, 922.159, 5.17, 0.00, 0.12, 5.17, 357.245, -0.487, 1.791, 0.014, -0.23, 0.26, -0.08, -0.23, 0.26, -0.09, 0.061, -0.056, -9.759, -0.022, -0.361, -9.753
42.24418304, -83.55146147, 186.154, 923.195, 5.19, 0.00, 0.12, 5.19, 357.255, -0.467, 1.795, 0.011, -0.13, -0.29, 0.15, -0.13, -0.28, 0.16, 0.015, 0.059, -10.214, -0.068, -0.261, -10.210
42.24419238, -83.55146209, 186.129, 924.234, 5.21, 0.01, 0.12, 5.21, 357.244, -0.459, 1.842, 0.088, 0.03, -0.28, -0.25, 0.03, -0.28, -0.24, 0.116, -0.014, -9.979, 0.036, -0.335, -9.974
42.24420175, -83.55146272, 186.105, 925.277, 5.22, 0.00, 0.12, 5.22, 357.256, -0.419, 1.884, -0.003, -0.37, 0.84, 0.40, -0.37, 0.85, 0.38, 0.124, -0.075, -9.956, 0.052, -0.402, -9.948
42.24421116, -83.55146335, 186.082, 926.323, 5.24, 0.01, 0.13, 5.24, 357.252, -0.406, 1.936, 0.087, 0.40, 0.96, 0.48, 0.40, 0.97, 0.44, 0.015, 0.015, -10.147, -0.057, -0.328, -10.142
42.24422059, -83.55146398, 186.058, 927.371, 5.25, 0.00, 0.11, 5.25, 357.242, -0.376, 2.009, 0.049, 0.22, 0.98, 0.08, 0.22, 0.98, 0.04, 0.209, -0.027, -9.732, 0.145, -0.369, -9.726
42.24423005, -83.55146462, 186.036, 928.423, 5.26, 0.00, 0.11, 5.26, 357.242, -0.348, 2.031, 0.045, -0.13, -0.71, 0.34, -0.13, -0.69, 0.37, 0.019, 0.067, -10.171, -0.043, -0.293, -10.167
42.24423953, -83.55146526, 186.013, 929.477, 5.27, 0.00, 0.12, 5.27, 357.233, -0.276, 2.070, 0.052, -0.23, 0.25, -0.10, -0.23, 0.24, -0.11, 0.108, -0.011, -10.151, 0.059, -0.377, -10.144
42.24424904, -83.55146591, 185.992, 930.533, 5.29, 0.00, 0.11, 5.29, 357.243, -0.247, 2.074, 0.019, -0.19, 0.83, -0.18, -0.20, 0.82, -0.21, -0.015, 0.018, -10.011, -0.058, -0.345, -10.005
42.24425856, -83.55146656, 185.971, 931.591, 5.30, 0.00, 0.10, 5.30, 357.239, -0.218, 2.083, 0.000, -0.16, 0.35, 0.23, -0.16, 0.36, 0.22, 0.262, 0.021, -9.642, 0.225, -0.329, -9.638
42.24426810, -83.55146721, 185.950, 932.651, 5.31, 0.01, 0.11, 5.31, 357.250, -0.176, 2.119, 0.061, 0.18, -0.21, 0.63, 0.18, -0.19, 0.64, 0.084, 0.146, -10.294, 0.053, -0.235, -10.293
42.24427766, -83.55146785, 185.930, 933.714, 5.31, -0.01, 0.11, 5.31, 357.263, -0.185, 2.131, -0.082, -0.23, -0.68, 0.38, -0.23, -0.66, 0.40, 0.139, -0.022, -9.804, 0.107, -0.387, -9.797
42.24428723, -83.55146850, 185.910, 934.777, 5.32, 0.00, 0.10, 5.32, 357.270, -0.181, 2.129, -0.004, -0.18, -0.05, 0.15, -0.18, -0.05, 0.15, 0.043, -0.050, -10.076, 0.011, -0.425, -10.067
42.24429682, -83.55146915, 185.889, 935.843, 5.33, -0.01, 0.10, 5.33, 357.285, -0.139, 2.138, -0.055, 0.00, -0.59, 0.34, 0.00, -0.57, 0.36, 0.101, 0.025, -10.079, 0.077, -0.351, -10.074
42.24430642, -83.55146980, 185.869, 936.910, 5.34, -0.01, 0.10, 5.34, 357.308, -0.147, 2.110, -0.063, 0.02, -0.43, -0.79, 0.01, -0.46, -0.77, 0.090, 0.067, -10.250, 0.064, -0.311, -10.246
42.24431604, -83.55147045, 185.850, 937.978, 5.34, -0.01, 0.09, 5.34, 357.317, -0.146, 2.091, -0.119, -0.47, 0.23, 0.20, -0.47, 0.24, 0.19, 0.031, -0.044, -10.147, 0.005, -0.415, -10.138
42.24432567, -83.55147111, 185.829, 939.047, 5.35, 0.00, 0.09, 5.35, 357.326, -0.133, 2.045, -0.037, -0.35, 0.01, -0.40, -0.35, 0.00, -0.40, 0.016, 0.033, -10.212, -0.008, -0.331, -10.206
42.24433530, -83.55147176, 185.809, 940.117, 5.35, -0.01, 0.10, 5.35, 357.342, -0.120, 2.021, -0.113, -0.58, 0.88, -0.08, -0.58, 0.88, -0.11, 0.026, 0.107, -10.084, 0.005, -0.249, -10.082
42.24434495, -83.55147241, 185.789, 941.188, 5.36, -0.01, 0.09, 5.36, 357.362, -0.117, 1.991, -0.104, 0.31, -0.25, -0.15, 0.31, -0.25, -0.14, 0.010, 0.021, -9.526, -0.009, -0.310, -9.521
